timestamp,title,content,link,sentiment_compound,sentiment_positive,sentiment_negative,sentiment_neutral
2025-12-15 20:28:00,[코인 시황] 연말 경계심리 속 암호화폐 혼조…비트코인 9만 달러 부근 공방,"[서울=뉴스핌] 고인원 기자= 연말을 앞두고 투자자들의 경계심이 커지면서 암호화폐 시장이 약세 흐름을 이어가고 있다. 기술주 고평가 논란과 미 연방준비제도(Fed)의 엇갈린 신호가 위험자산 전반의 투자 심리를 짓누르는 가운데, 거래량 감소까지 겹치며 시장 전반에 방어적",https://m.newspim.com/news/view/20251215001064,0.0,0.0,0.0,1.0
2025-12-15 20:27:00,"SK하이닉스, 엔비디아에 HBM4 양산 공급","SK하이닉스[000660]가 6세대 고대역폭 메모리(HBM)인 HBM4의 대량 양산에 돌입했다.15일 업계에 따르면 SK하이닉스는 지난 10월 엔비디아와 HBM4 공급 물량 협의를 완료하고 현재 상당수의 HBM4를 양산해 공급하고 있다.현재 출하 중인 제품은 엔비디아가 요구하는 성능 조건을 충족했고, 엔",https://news.einfomax.co.kr/news/articleView.html?idxno=4388985,0.0,0.0,0.0,1.0
2025-12-15 20:15:00,"JP모건, 이더리움 머니마켓펀드 출시⋯자산 토큰화 본격화",미국 최대 은행 JP모건체이스가 이더리움 블록체인 기반 토큰화 머니마켓펀드(MMF)를 선보이며 자산 토큰화 사업을 확대하고 있다. 15일(현지시각) 월스트리트저널에 따르면 JP모건체이스는 약 4조달러(약 5863조원) 규모의 자산을 운용하는 자산운용 부문을 통해 첫 토큰화,https://www.blockmedia.co.kr/archives/1020017,0.0,0.0,0.0,1.0
2025-12-15 20:05:00,젠신 “15일 AI 토큰 세일 돌입…상세 토크노믹스 공개”,"탈중앙화 인공지능(AI) 컴퓨팅 프로토콜 젠신(Gensyn)이 15일(현지시각)부터 네이티브 토큰인 'AI'의 세일을 시작한다고 12일 밝혔다. 젠신 재단은 이날 공식 문서를 통해 ""머신러닝이 컴퓨팅 파워와 자본, 데이터 요구량의 증가로 인해 점점 더 중앙화되고 있다""고",https://www.blockmedia.co.kr/archives/1019977,0.0,0.0,0.0,1.0
2025-12-15 20:00:00,"메타플래닛, 운명 가를 주총 임박...비트코인 올인하나?","일본 상장사 메타플래닛(Metaplanet)의 주가가 중대 분수령을 앞두고 흔들리고 있다. 이러한 가운데, 오는 임시주주총회에서 확정될 비트코인(Bitcoin, BTC) 전략이 회사의 향후 궤적을 가를 핵심 변수로 떠올랐다.   12월 15일(현지시간) 암호화폐 전문 매체 코인게이프에 따르면, 메타플래닛",https://m.coinreaders.com/204317,0.0,0.0,0.0,1.0
2025-12-15 19:59:00,"영풍·MBK, 고려아연 2.8조 유증에 ""신주발행금지 가처분""","영풍[000670]과 MBK파트너스는 고려아연[010130]이 15일 결정한 약 2조8천500억원 규모의 외국 합작법인 대상 제3자 배정 유상증자에 대해 신주발행금지 가처분을 신청할 예정이라고 밝혔다.영풍·MBK는 이날 배포한 보도자료에서 ""최윤범 회장 측 이사진이 다수인 고려아연 이사회가 경영권 분쟁",https://news.einfomax.co.kr/news/articleView.html?idxno=4388983,0.0,0.0,0.0,1.0
2025-12-15 19:50:00,"삼성전자 방문한 中 BOE 회장, 협력 급물살 타나","중국 최대 디스플레이 기업 BOE의 천옌순 회장이 삼성전자에 방문, 주요 경영진과 만났다.이를 계기로 양사의 협력이 급물살을 탈지 주목된다. 삼성전자와 BOE는 업계 내 역학관계로 한동안 불편한 관계를 이어왔지만, 서로의 니즈가 분명한 만큼 '윈윈'할 방법을 논의했을 것으로 관측됐다.15일 관련 업계에",https://news.einfomax.co.kr/news/articleView.html?idxno=4388982,0.0,0.0,0.0,1.0
2025-12-15 19:40:00,"스트래티지, 2028년 부채 상환 위기 온다...생존 가능성은?","비트코인 ‘큰손’ 스트래티지가 나스닥 100 지수 잔류에는 성공했지만, 2028년 도래하는 막대한 부채 상환 위기가 회사의 생존을 결정짓는 시한폭탄이 될 것이라는 경고가 나왔다.   12월 15일(현지시간) 암호화폐 전문 매체 비인크립토에 따르면, 블록체인 연구 기업 타이거 리서치(Tiger Resear",https://m.coinreaders.com/204315,0.0,0.0,0.0,1.0
2025-12-15 19:38:00,"달러-원, 국민연금 눈치보기에도 하락폭 축소…1.10원↓","달러-원 환율이 런던장 시간대에 1,470원대에서 하락폭을 줄였다.15일 외환시장에서 달러-원 환율은 오후 5시32분 현재 전일대비 1.10원 하락한 1,472.60원에 거래됐다.이날 달러-원 환율은 1,471.00원에 정규장 종가를 마감했다.장중 저점이 1,469.90원까지 낮아졌으나 런던장 시간대에는",https://news.einfomax.co.kr/news/articleView.html?idxno=4388980,0.0,0.0,0.0,1.0
2025-12-15 19:30:00,[퇴근길 시황] 일본 금리 변수에 코인 혼조⋯BTC 약보합·ETH 강세,"15일 디지털자산(가상자산) 시장은 비트코인 약세와 이더리움 강세가 엇갈리며 혼조 흐름을 보였다. 일본은행(BOJ) 통화정책 이벤트를 앞둔 경계 심리 속에서 레버리지 포지션 조정이 이어지며 24시간 청산 규모가 확대됐다. 비트코인 약보합, 이더리움 강세…알트는 혼조 15일",https://www.blockmedia.co.kr/archives/1019997,0.0,0.0,0.0,1.0
2025-12-15 19:30:00,"브레비스, 영지식 증명 생태계 확장 가속… “거래액 14억달러·증명 2억7500만건 돌파”",영지식(Zero Knowledge·ZK) 코프로세서(Coprocessor) 프로젝트 브레비스(Brevis)가 생태계 주요 지표에서 역대 최고치를 경신하며 가파른 성장세를 보이고 있다. 브레비스는 14일(현지시각) X(옛 트위터)를 통해 누적 증명 생성 건수 2억7500만건을,https://www.blockmedia.co.kr/archives/1019916,0.0,0.0,0.0,1.0
2025-12-15 19:21:00,"유럽 증시, ECB 앞두고 상승 출발…유로스톡스 0.29%↑·독일 0.43%↑",프랑스 0.32%↑·영국 0.44%↑·이탈리아 0.63%↑본 기사는 인포맥스 금융정보 단말기에서 2시간 더 빠른 17시 21분에 서비스된 기사입니다.,https://news.einfomax.co.kr/news/articleView.html?idxno=4388979,0.0,0.0,0.0,1.0
2025-12-15 19:20:00,"비트코인, 3년 상승분 반납 위기...AI 거품론이 하락장 다시 부르나","2025년의 마지막 거래 주간을 앞두고 기술주 실적에 대한 불안감이 확산되면서 비트코인(Bitcoin, BTC) 가격이 9만 달러 아래로 추락했다. 동시에 아시아 증시가 일제히 약세를 보이면서 글로벌 위험 자산 시장에 경고등이 켜졌다.   12월 15일(현지시간) 암호화폐 전문 매체 크립토뉴스에 따르면,",https://m.coinreaders.com/204306,0.0,0.0,0.0,1.0
2025-12-15 19:18:00,"다들 롱이 없나…서울채권시장, 가파르게 강해진 속사정",약세를 지속하던 서울 채권시장이 15일 가파른 강세를 보여 그 배경에 관심이 쏠린다.통상 연말 채권시장 거래량이 많지 않은 상황에서 손절성 매수세가 몰리면서 강세가 가팔라졌다는 평가가 나왔다.채권시장에 따르면 10년 국채선물은 이날 전일 대비 '원빅'에 근접하는 94틱 급등했다.오후 3시경 70틱 수준이,https://news.einfomax.co.kr/news/articleView.html?idxno=4388978,0.0,0.0,0.0,1.0
2025-12-15 19:10:00,"햅톤, 공간정보 기반 블록체인 프로젝트 ‘티나’ 첫 공개","햅톤, 공간정보 기반 블록체인 프로젝트 ‘티나’ 첫 공개",https://zdnet.co.kr/view/?no=20251215185403,0.0,0.0,0.0,1.0
2025-12-15 19:05:00,"젠신, 탈중앙화 AI 청사진 공개… “신호·확장·평가 3박자 갖춘 오픈 프로토콜”","탈중앙화 인공지능(AI) 컴퓨팅 프로토콜 젠신(Gensyn)이 가속화되는 AI 개발의 중앙화 문제를 지적하며, 전 지구적 규모의 개방형 머신러닝 프로토콜 비전을 제시했다. 젠신은 14일(현지시각) X(옛 트위터)를 통해 '신호(Signal), 확장(Scale),",https://www.blockmedia.co.kr/archives/1019948,0.0,0.0,0.0,1.0
